Transaction_ID,Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,hour,day_of_week
TXN_21027,212.14,Bank Transfer,43386.23,Mobile,Sydney,Clothing,0,14,208.63,0,Mastercard,210,615.71,Biometric,0.6456,0,0,10,Sunday
TXN_29093,125.84,Bank Transfer,24042.44,Laptop,Tokyo,Electronics,0,5,497.33,3,Mastercard,25,970.49,PIN,0.5554,0,0,3,Tuesday
TXN_24608,403.82,Online,19168.03,Mobile,Sydney,Clothing,0,5,497.01,3,Mastercard,20,544.44,Password,0.6928,0,0,1,Friday
TXN_44987,47.4,Online,83352.26,Laptop,Sydney,Electronics,0,6,405.96,2,Amex,89,2240.96,PIN,0.8973,0,1,22,Saturday
TXN_24542,26.77,Bank Transfer,90553.76,Mobile,Tokyo,Electronics,0,2,273.91,1,Mastercard,221,2452.1,PIN,0.7388,0,0,20,Thursday
TXN_24878,55.24,ATM Withdrawal,41757.3,Mobile,Tokyo,Travel,0,3,279.06,3,Mastercard,107,4613.67,PIN,0.0792,1,0,20,Sunday
TXN_18528,278.41,Online,33474.69,Laptop,Tokyo,Travel,0,8,63.9,2,Mastercard,100,3920.34,OTP,0.4192,0,0,19,Monday
TXN_40247,75.06,Bank Transfer,3260.4,Tablet,Sydney,Electronics,0,2,208.13,2,Discover,231,3759.69,Password,0.4445,0,0,18,Sunday
TXN_7104,212.84,ATM Withdrawal,97685.86,Mobile,London,Groceries,1,1,332.27,4,Mastercard,20,2403.68,Biometric,0.5209,0,1,22,Thursday
TXN_11489,97.99,POS,29366.68,Tablet,Mumbai,Restaurants,0,1,220.48,2,Amex,93,2416.24,Biometric,0.5397,1,0,16,Tuesday
TXN_16072,399.06,ATM Withdrawal,94850.32,Tablet,London,Travel,0,9,319.32,1,Amex,56,3943.12,PIN,0.937,0,1,4,Sunday
TXN_4056,16.21,ATM Withdrawal,41827.83,Mobile,Mumbai,Restaurants,0,5,14.59,2,Amex,154,1817.87,Biometric,0.2279,0,0,7,Saturday
TXN_42723,13.44,Bank Transfer,75646.44,Tablet,Sydney,Restaurants,0,6,60.47,0,Discover,184,1279.57,OTP,0.1163,0,0,16,Monday
TXN_24037,132.83,ATM Withdrawal,31744.1,Laptop,Sydney,Restaurants,1,1,479.1,4,Mastercard,209,260.7,Password,0.2705,0,1,18,Thursday
TXN_7191,140.19,Bank Transfer,88476.11,Laptop,Mumbai,Restaurants,0,3,443.39,1,Discover,153,2997.76,Password,0.4966,0,0,1,Thursday
TXN_35650,10.64,Online,53103.77,Laptop,London,Travel,0,6,295.07,3,Visa,85,1798.09,Password,0.4444,1,0,20,Wednesday
TXN_938,19.59,Online,66309.21,Tablet,Mumbai,Groceries,0,9,125.28,2,Discover,90,3017.62,OTP,0.9709,0,1,20,Thursday
TXN_19424,124.91,ATM Withdrawal,59448.74,Tablet,Sydney,Travel,0,6,427.04,1,Discover,42,427.72,Password,0.0311,0,0,21,Friday
TXN_18115,95.94,POS,29904.61,Tablet,London,Travel,0,8,82.89,2,Visa,124,2757.2,Biometric,0.3606,0,0,17,Thursday
TXN_31659,16.75,ATM Withdrawal,72636.88,Tablet,Sydney,Clothing,0,9,266.22,2,Mastercard,62,2199.91,OTP,0.2346,0,0,8,Tuesday
TXN_1072,1.98,Online,42421.73,Laptop,Mumbai,Restaurants,0,13,124.78,0,Discover,3,1755.46,PIN,0.4999,0,0,9,Sunday
TXN_43347,12.29,Bank Transfer,93298.36,Tablet,London,Restaurants,0,7,479.69,4,Visa,27,1325.61,PIN,0.2113,0,1,9,Monday
TXN_35156,154.38,Online,35704.91,Tablet,Sydney,Groceries,0,4,210.68,0,Amex,173,1256.43,OTP,0.7975,1,0,21,Thursday
TXN_30665,150.55,POS,66748.78,Mobile,London,Clothing,1,1,310.87,4,Mastercard,175,533.16,Password,0.5587,1,1,6,Saturday
TXN_44882,131.33,ATM Withdrawal,83210.98,Mobile,New York,Restaurants,0,1,237.76,3,Visa,202,3462.08,Biometric,0.0092,0,0,3,Tuesday
TXN_40153,74.02,Online,62551.81,Tablet,London,Clothing,0,5,290.08,0,Visa,141,1932.84,PIN,0.8471,0,0,22,Friday
TXN_42523,5.96,ATM Withdrawal,77415.68,Tablet,Sydney,Groceries,0,6,343.01,0,Mastercard,222,3221.22,Password,0.0578,1,0,8,Monday
TXN_16063,13.45,ATM Withdrawal,95871.37,Laptop,Tokyo,Restaurants,1,6,95.75,2,Discover,8,1930.33,OTP,0.7804,0,0,16,Saturday
TXN_34408,78.78,ATM Withdrawal,48935.07,Mobile,London,Travel,0,8,79.28,1,Discover,144,4368.38,Password,0.2373,0,0,13,Tuesday
TXN_13655,86.04,Bank Transfer,44484.13,Laptop,Mumbai,Restaurants,0,9,99.37,0,Amex,157,3472.7,Biometric,0.4663,0,0,10,Wednesday
TXN_45250,45.83,ATM Withdrawal,99620.65,Tablet,Mumbai,Restaurants,0,8,424.4,4,Amex,131,4655.02,PIN,0.759,0,1,0,Wednesday
TXN_28135,319.55,ATM Withdrawal,55736.49,Laptop,London,Electronics,0,11,57.95,0,Visa,25,2773.89,PIN,0.572,0,0,5,Thursday
TXN_17267,14.52,ATM Withdrawal,93380.11,Laptop,New York,Groceries,1,2,172.71,4,Discover,16,3954.79,Biometric,0.9308,0,1,18,Tuesday
TXN_29671,0.31,POS,1699.61,Laptop,Tokyo,Restaurants,0,3,241.12,1,Mastercard,155,1979.07,PIN,0.3176,1,0,17,Sunday
TXN_28772,51.41,Online,17930.66,Laptop,Sydney,Groceries,0,12,39.03,2,Discover,170,4271.63,OTP,0.461,0,0,11,Monday
TXN_90,280.22,ATM Withdrawal,84561.45,Tablet,New York,Restaurants,0,11,318.44,3,Discover,85,2379.18,Password,0.31,0,0,10,Sunday
TXN_44127,34.55,Bank Transfer,36101.94,Mobile,Mumbai,Groceries,0,6,283.5,4,Amex,129,1909.98,Biometric,0.3812,0,1,17,Tuesday
TXN_26459,35.63,Online,18252.69,Tablet,New York,Restaurants,0,13,234.62,0,Amex,201,1763.96,Password,0.9567,0,1,3,Wednesday
TXN_49622,25.08,ATM Withdrawal,69266.76,Mobile,New York,Electronics,1,3,366.13,1,Amex,49,4750.13,OTP,0.9305,1,1,16,Friday
TXN_41140,84.39,POS,27832.45,Laptop,Tokyo,Travel,0,2,122.18,1,Mastercard,3,3846.97,OTP,0.9366,0,1,16,Thursday
TXN_11416,39.17,POS,81493.12,Laptop,Tokyo,Travel,0,3,108.1,3,Discover,226,3816.44,OTP,0.015,0,0,15,Sunday
TXN_35988,41.87,POS,55178.41,Mobile,Tokyo,Restaurants,0,4,449.11,3,Visa,227,4524.8,Password,0.4268,0,0,5,Sunday
TXN_498,18.12,POS,95128.7,Tablet,Mumbai,Clothing,1,14,115.03,4,Visa,233,881.18,OTP,0.2546,0,1,6,Wednesday
TXN_22364,24.01,Bank Transfer,36674.74,Mobile,Tokyo,Clothing,0,4,17.67,3,Discover,48,336.82,PIN,0.0109,0,0,5,Saturday
TXN_35936,83.1,POS,72228.47,Tablet,New York,Groceries,0,11,260.52,1,Amex,12,727.11,Password,0.5372,0,0,6,Tuesday
TXN_28243,6.61,Bank Transfer,62526.46,Laptop,Sydney,Electronics,1,9,357.74,4,Discover,29,3116.3,PIN,0.6253,1,1,7,Saturday
TXN_37229,53.01,Online,36649.42,Mobile,London,Electronics,0,9,148.14,0,Visa,17,462.79,PIN,0.9678,0,1,23,Tuesday
TXN_15910,46.17,Online,34753.62,Mobile,Sydney,Restaurants,0,4,398.2,0,Visa,68,695.02,Biometric,0.6303,1,0,10,Wednesday
TXN_20850,188.39,ATM Withdrawal,41593.91,Tablet,London,Clothing,0,7,191.26,4,Amex,58,2734.41,Biometric,0.8557,1,1,21,Wednesday
TXN_46505,18.61,POS,79951.71,Mobile,Mumbai,Travel,0,2,136.91,1,Visa,148,3813.91,Password,0.3686,1,0,0,Monday
TXN_29291,107.68,POS,45580.91,Tablet,Tokyo,Clothing,0,3,443.33,3,Amex,33,981.15,Password,0.4335,1,0,3,Friday
TXN_30501,153.32,POS,58975.21,Mobile,Tokyo,Groceries,0,12,415.19,0,Discover,88,1270.98,Biometric,0.4634,0,0,4,Thursday
TXN_5145,5.54,ATM Withdrawal,4579.06,Mobile,London,Groceries,0,4,19.44,2,Discover,132,1535.5,PIN,0.517,0,0,10,Saturday
TXN_36137,321.92,Online,15399.2,Laptop,New York,Restaurants,0,8,367.73,3,Mastercard,166,1326.27,Password,0.02,1,0,0,Sunday
TXN_27390,172.35,Online,80491.26,Laptop,Mumbai,Clothing,0,4,29.93,0,Visa,32,3310.6,Password,0.1666,0,0,13,Thursday
TXN_7487,101.46,ATM Withdrawal,892.2,Mobile,Sydney,Groceries,1,8,206.36,0,Visa,52,803.62,OTP,0.933,0,1,21,Saturday
TXN_33923,47.68,Bank Transfer,45854.7,Laptop,London,Travel,0,2,241.67,1,Amex,64,4575.94,OTP,0.3196,0,0,11,Thursday
TXN_24786,56.8,ATM Withdrawal,59979.53,Laptop,New York,Clothing,0,8,417.57,3,Discover,235,3099.27,Biometric,0.7395,1,0,9,Sunday
TXN_12488,144.88,POS,9548.65,Tablet,Tokyo,Groceries,1,11,355.92,1,Amex,105,1610.62,PIN,0.068,0,0,2,Thursday
TXN_27743,83.42,POS,54216.64,Mobile,London,Restaurants,0,2,147.52,4,Discover,215,401.43,Biometric,0.9469,1,1,15,Thursday
TXN_12956,111.86,Online,84859.11,Tablet,New York,Travel,0,13,295.41,3,Visa,89,4231.99,Biometric,0.7207,0,0,3,Thursday
TXN_21463,69.9,Online,69628.01,Mobile,Tokyo,Groceries,0,7,446.34,0,Discover,170,1703.62,Password,0.6667,0,0,14,Friday
TXN_6493,11.61,ATM Withdrawal,5069.51,Mobile,New York,Groceries,0,12,302.59,4,Visa,7,196.36,PIN,0.7831,0,1,11,Sunday
TXN_29115,63.44,POS,53783.32,Tablet,New York,Restaurants,0,5,51.74,0,Amex,183,3963.55,OTP,0.3414,0,0,0,Wednesday
TXN_47310,228.68,Online,72831.78,Tablet,New York,Travel,1,4,371.15,0,Amex,205,1329.73,OTP,0.1206,0,0,10,Sunday
TXN_37858,8.19,Bank Transfer,5599.62,Tablet,New York,Restaurants,1,7,199.78,4,Discover,32,996.25,PIN,0.1668,1,1,19,Tuesday
TXN_31565,47.22,Online,79421.61,Tablet,Mumbai,Travel,0,2,286.24,1,Mastercard,140,1781.94,OTP,0.8639,0,1,13,Monday
TXN_41201,37.52,Online,32244.19,Mobile,Mumbai,Travel,0,5,273.31,2,Visa,205,3145.43,Password,0.2731,0,0,19,Sunday
TXN_28826,18.33,POS,62939.05,Tablet,Tokyo,Restaurants,0,2,275.17,3,Mastercard,120,3119.93,OTP,0.9198,0,1,23,Monday
TXN_4645,52.01,ATM Withdrawal,44046.31,Tablet,London,Groceries,0,11,395.52,1,Discover,184,4544.98,Biometric,0.4975,1,0,23,Friday
TXN_27091,10.24,Online,96234.31,Mobile,Sydney,Restaurants,0,13,338.67,3,Visa,58,3025.44,OTP,0.6708,0,0,6,Sunday
TXN_25639,158.98,POS,81049.51,Mobile,London,Travel,0,11,409.16,4,Visa,139,4980.33,OTP,0.3285,0,1,5,Tuesday
TXN_31244,35.64,Bank Transfer,65340.29,Mobile,Mumbai,Travel,1,12,45.52,3,Amex,215,2047.11,PIN,0.517,0,0,0,Thursday
TXN_48649,132.65,ATM Withdrawal,98925.23,Laptop,Tokyo,Restaurants,0,1,16.32,4,Discover,114,879.53,Biometric,0.7518,1,1,11,Tuesday
TXN_5757,81.78,Bank Transfer,43866.2,Tablet,New York,Travel,0,5,297.36,1,Visa,137,3963.77,PIN,0.7343,1,0,15,Thursday
TXN_41435,40.33,ATM Withdrawal,22234.89,Laptop,Mumbai,Electronics,0,8,466.27,0,Visa,149,2616.33,Password,0.7018,0,0,2,Friday
TXN_28800,138.33,Online,25649.62,Mobile,Mumbai,Electronics,0,8,417.07,4,Visa,141,4572.71,OTP,0.0075,0,1,1,Tuesday
TXN_19882,42.43,Bank Transfer,1595.22,Mobile,London,Groceries,1,4,180.33,2,Mastercard,109,2800.25,Biometric,0.2038,1,0,2,Tuesday
TXN_6140,6.74,POS,66761.69,Laptop,London,Groceries,0,13,229.22,3,Discover,120,2700.53,Password,0.6248,0,0,10,Saturday
TXN_6912,80.99,Online,30437.58,Tablet,Mumbai,Clothing,0,6,24.9,4,Amex,13,4904.74,Biometric,0.5055,0,1,1,Monday
TXN_10520,63.66,Online,18432.8,Tablet,New York,Restaurants,0,11,47.66,3,Amex,153,3834.76,OTP,0.0219,0,0,23,Tuesday
TXN_11532,0.21,Bank Transfer,7340.52,Tablet,Mumbai,Restaurants,0,2,464.67,4,Mastercard,89,935.09,Biometric,0.0684,0,1,7,Thursday
TXN_48956,23.56,ATM Withdrawal,12856.48,Tablet,Tokyo,Clothing,0,14,67.48,1,Amex,218,3811.49,Password,0.3908,0,0,22,Tuesday
TXN_40406,7.67,ATM Withdrawal,53145.12,Tablet,Tokyo,Restaurants,1,7,466.06,3,Discover,133,4892.89,Password,0.5128,1,0,9,Sunday
TXN_20589,200.74,Online,17575.6,Tablet,Sydney,Clothing,0,12,48.83,2,Visa,212,2421.42,Password,0.8179,1,0,5,Friday
TXN_46432,9.2,Online,67084.96,Tablet,Mumbai,Clothing,1,14,216.27,0,Discover,201,1133.01,PIN,0.2194,0,0,11,Friday
TXN_7361,27.65,Online,68693.37,Mobile,Sydney,Travel,0,2,422.13,0,Visa,108,3996.07,Biometric,0.5493,0,0,15,Thursday
TXN_20072,29.26,Bank Transfer,14856.09,Mobile,Tokyo,Electronics,0,9,262.61,0,Mastercard,57,2890.94,Password,0.2089,1,0,9,Saturday
TXN_1457,42.23,Bank Transfer,23780.21,Tablet,Tokyo,Groceries,1,10,326.03,0,Discover,111,3590.61,PIN,0.6876,0,0,13,Tuesday
TXN_5201,28.37,Bank Transfer,77384.49,Tablet,Sydney,Restaurants,0,7,272.43,1,Mastercard,19,1319.74,OTP,0.3968,1,0,0,Friday
TXN_42216,13.18,Bank Transfer,75654.98,Mobile,New York,Electronics,0,14,105.78,2,Visa,45,2849.8,Password,0.9263,1,1,17,Wednesday
TXN_14511,62.94,Bank Transfer,72373.3,Mobile,Mumbai,Travel,0,3,316.0,3,Amex,30,2159.71,Password,0.6762,0,0,23,Wednesday
TXN_36415,6.58,Bank Transfer,82606.62,Mobile,New York,Travel,1,6,70.01,3,Visa,6,4008.54,OTP,0.0212,0,0,8,Saturday
TXN_45530,24.34,ATM Withdrawal,69559.1,Laptop,New York,Groceries,0,8,78.7,4,Visa,190,3361.84,PIN,0.5759,0,1,7,Saturday
TXN_32440,156.41,Bank Transfer,50238.41,Mobile,Sydney,Travel,1,5,339.85,1,Mastercard,17,4079.28,OTP,0.7118,0,0,22,Wednesday
TXN_29016,2.16,Bank Transfer,9511.72,Mobile,London,Clothing,0,11,80.34,4,Amex,148,664.03,PIN,0.6043,0,1,6,Saturday
TXN_1796,27.73,Online,60721.72,Tablet,Mumbai,Travel,0,2,83.98,3,Discover,43,2214.63,OTP,0.7774,0,0,22,Wednesday
TXN_21749,16.93,ATM Withdrawal,61211.66,Tablet,New York,Clothing,0,4,422.71,3,Visa,9,3093.56,Biometric,0.3878,0,0,19,Monday
TXN_46577,160.5,POS,69412.3,Tablet,New York,Clothing,0,3,427.58,2,Discover,4,3795.93,Password,0.7662,1,0,19,Monday
TXN_3018,176.71,POS,79517.58,Mobile,Sydney,Electronics,0,7,391.9,4,Visa,111,4785.3,Biometric,0.6152,0,1,9,Monday
TXN_33436,209.24,POS,34495.75,Laptop,London,Travel,0,9,484.92,4,Visa,26,1679.3,OTP,0.8114,0,1,22,Wednesday
TXN_13371,51.67,ATM Withdrawal,9392.23,Laptop,Mumbai,Travel,0,14,394.21,3,Visa,76,1026.02,Password,0.5694,1,0,4,Saturday
TXN_15647,50.5,Bank Transfer,29752.56,Tablet,London,Travel,0,11,212.16,3,Mastercard,104,3643.47,PIN,0.2884,0,0,15,Tuesday
TXN_19258,100.51,Online,33405.66,Mobile,Mumbai,Travel,0,5,200.47,2,Discover,44,2218.45,Biometric,0.5735,0,0,13,Sunday
TXN_17432,201.71,POS,70716.6,Tablet,Mumbai,Restaurants,0,6,33.73,2,Amex,205,1837.79,PIN,0.6715,1,0,18,Monday
TXN_21368,53.26,POS,80732.92,Tablet,Tokyo,Clothing,0,5,260.48,3,Visa,217,2576.14,PIN,0.2895,0,0,2,Monday
TXN_32827,123.84,POS,2883.5,Laptop,Sydney,Clothing,0,10,267.02,0,Discover,144,2406.82,Biometric,0.3876,0,0,2,Sunday
TXN_12212,107.62,ATM Withdrawal,20832.86,Laptop,Sydney,Groceries,0,9,254.92,3,Mastercard,104,2644.91,PIN,0.0924,1,0,3,Monday
TXN_6703,132.33,Bank Transfer,21747.89,Laptop,Mumbai,Groceries,0,2,11.37,0,Visa,227,1473.81,Biometric,0.3761,0,0,18,Friday
TXN_35536,40.68,Online,79700.04,Tablet,Mumbai,Restaurants,0,14,265.33,0,Mastercard,103,2296.71,Password,0.2111,0,0,22,Tuesday
TXN_44950,13.89,Online,12354.42,Tablet,London,Travel,1,8,38.26,2,Discover,207,3811.37,PIN,0.4576,0,0,2,Sunday
TXN_15030,453.51,POS,82597.64,Mobile,London,Restaurants,0,12,354.98,2,Amex,139,1822.04,OTP,0.7514,0,0,4,Thursday
TXN_2645,42.94,Bank Transfer,38346.2,Laptop,Mumbai,Electronics,0,12,199.3,1,Amex,92,1699.36,Password,0.6694,0,0,14,Monday
TXN_21794,110.29,Bank Transfer,21148.73,Mobile,Mumbai,Restaurants,0,2,47.22,3,Discover,175,4354.34,Password,0.4423,1,0,3,Tuesday
TXN_15780,199.23,Bank Transfer,6625.53,Mobile,London,Clothing,0,8,378.99,3,Visa,208,4705.6,Biometric,0.3379,0,0,9,Thursday
TXN_186,369.57,ATM Withdrawal,45264.05,Mobile,Tokyo,Clothing,1,13,92.83,0,Amex,123,2520.13,Password,0.7055,0,0,0,Sunday
TXN_43430,74.94,Bank Transfer,43287.95,Mobile,Mumbai,Restaurants,0,9,165.04,4,Mastercard,144,417.34,Biometric,0.9833,0,1,3,Friday
TXN_8106,20.82,Online,96304.79,Tablet,London,Travel,0,12,314.25,2,Visa,239,3523.04,PIN,0.6398,0,0,4,Wednesday
TXN_2166,6.47,POS,49793.05,Tablet,London,Groceries,0,13,85.57,0,Discover,77,4354.88,Password,0.7634,1,0,21,Thursday
TXN_6316,14.73,Bank Transfer,98057.83,Mobile,New York,Clothing,0,4,108.65,2,Visa,219,1829.54,OTP,0.2736,0,0,2,Monday
TXN_32534,130.83,POS,37113.3,Mobile,London,Travel,0,9,383.84,3,Visa,89,2326.47,OTP,0.7516,1,0,14,Monday
TXN_11398,85.85,Bank Transfer,98392.62,Tablet,Tokyo,Clothing,0,12,285.86,2,Visa,121,4041.1,Password,0.9816,0,1,8,Tuesday
TXN_13130,75.6,Online,86235.92,Laptop,Mumbai,Groceries,0,9,18.59,2,Amex,25,1201.58,PIN,0.0628,0,0,2,Thursday
TXN_49384,18.87,Bank Transfer,67151.33,Tablet,Tokyo,Clothing,0,3,243.04,3,Mastercard,65,3628.09,Password,0.9138,0,1,20,Friday
TXN_30282,388.01,Online,8349.68,Mobile,Mumbai,Clothing,0,9,11.18,0,Mastercard,239,3318.47,Password,0.9686,0,1,0,Tuesday
TXN_24128,56.99,Bank Transfer,86986.63,Tablet,Tokyo,Clothing,0,4,436.01,2,Visa,60,4628.14,PIN,0.4659,0,0,5,Friday
TXN_45628,74.76,Bank Transfer,4767.37,Mobile,Tokyo,Groceries,0,13,34.5,2,Discover,136,639.5,OTP,0.7986,1,0,12,Thursday
TXN_49152,51.33,ATM Withdrawal,7747.01,Tablet,Tokyo,Electronics,0,5,385.03,3,Visa,206,2143.35,PIN,0.5517,1,0,20,Saturday
TXN_27557,62.92,Bank Transfer,32678.33,Tablet,Mumbai,Electronics,0,3,206.61,4,Amex,216,3421.57,PIN,0.597,0,1,21,Friday
TXN_4932,38.84,Online,9584.75,Laptop,London,Electronics,0,14,482.56,0,Visa,150,1900.76,Biometric,0.1235,1,0,7,Thursday
TXN_280,219.29,Bank Transfer,17580.29,Tablet,Tokyo,Clothing,0,5,191.37,0,Mastercard,42,2352.96,Biometric,0.533,1,0,0,Monday
TXN_20966,3.61,POS,76953.26,Mobile,Mumbai,Restaurants,0,10,256.46,0,Discover,194,4363.05,Password,0.0434,1,0,10,Sunday
TXN_20094,58.12,Online,60373.47,Tablet,London,Travel,0,11,484.74,1,Mastercard,126,2689.17,Password,0.8092,0,0,12,Tuesday
TXN_28565,59.03,Online,16714.47,Laptop,Tokyo,Electronics,1,9,485.47,1,Mastercard,43,4841.88,PIN,0.7559,0,0,8,Wednesday
TXN_39718,40.13,POS,85467.42,Tablet,Sydney,Clothing,0,1,126.03,4,Mastercard,175,3776.01,OTP,0.8565,0,1,19,Friday
TXN_11097,14.94,ATM Withdrawal,90683.03,Mobile,Tokyo,Clothing,0,6,43.04,0,Discover,223,3945.85,Password,0.5905,1,0,20,Saturday
TXN_29137,264.43,ATM Withdrawal,27415.56,Laptop,New York,Restaurants,0,1,387.22,4,Mastercard,78,695.56,PIN,0.1388,0,1,7,Wednesday
TXN_39067,459.95,ATM Withdrawal,27758.55,Tablet,London,Electronics,0,1,215.91,0,Discover,163,2511.61,Password,0.1768,0,0,3,Monday
TXN_28486,53.11,Online,63588.94,Mobile,Tokyo,Clothing,0,9,453.88,0,Amex,85,4794.31,Password,0.9079,0,1,11,Monday
TXN_3723,145.36,Online,63279.98,Mobile,Mumbai,Clothing,0,2,276.57,4,Mastercard,52,4797.9,PIN,0.8109,0,1,4,Sunday
TXN_24959,313.91,ATM Withdrawal,14816.61,Tablet,Tokyo,Restaurants,0,5,380.0,4,Amex,95,1437.48,OTP,0.8555,1,1,0,Saturday
TXN_33350,150.45,ATM Withdrawal,76880.15,Mobile,Tokyo,Groceries,1,3,402.6,0,Visa,123,2239.36,Password,0.0456,0,0,21,Thursday
TXN_30775,23.83,Online,75861.05,Tablet,Tokyo,Clothing,0,14,49.67,2,Mastercard,97,4745.38,PIN,0.3369,0,0,22,Tuesday
TXN_3281,59.51,POS,76735.72,Tablet,Tokyo,Groceries,0,8,62.51,3,Mastercard,115,272.3,OTP,0.0863,0,0,22,Friday
TXN_44437,33.57,Online,53199.27,Laptop,Tokyo,Electronics,0,14,114.72,1,Amex,11,3013.64,Biometric,0.3933,0,0,20,Saturday
TXN_10491,142.23,Bank Transfer,57229.03,Mobile,New York,Groceries,0,7,198.15,1,Amex,47,331.66,Biometric,0.7941,0,0,8,Sunday
TXN_12539,293.53,ATM Withdrawal,52071.81,Laptop,Tokyo,Restaurants,0,5,187.97,1,Discover,225,3892.22,Biometric,0.2381,0,0,23,Friday
TXN_7732,145.06,POS,64916.22,Laptop,London,Travel,0,8,211.77,2,Visa,15,2036.52,Password,0.5691,0,0,21,Sunday
TXN_43645,48.46,Bank Transfer,22728.06,Mobile,Tokyo,Electronics,0,7,59.72,1,Discover,202,254.26,Password,0.5508,0,0,19,Friday
TXN_31386,27.21,Online,22835.3,Tablet,Sydney,Clothing,0,8,314.41,0,Mastercard,8,819.45,PIN,0.3532,0,0,22,Wednesday
TXN_9701,12.22,ATM Withdrawal,89682.18,Tablet,New York,Travel,0,13,308.66,4,Visa,96,854.09,OTP,0.6425,0,1,6,Sunday
TXN_25421,8.45,Online,93780.62,Tablet,Sydney,Travel,0,10,40.55,2,Discover,235,3811.91,Biometric,0.4156,0,0,13,Friday
TXN_16948,349.74,Bank Transfer,30411.32,Tablet,London,Clothing,0,11,430.29,3,Discover,83,580.39,OTP,0.9841,0,1,10,Saturday
TXN_6319,179.14,Online,76583.04,Laptop,Tokyo,Electronics,0,4,392.7,1,Visa,153,1072.21,Password,0.7415,0,0,20,Saturday
TXN_10118,17.35,POS,51972.78,Mobile,New York,Restaurants,0,8,361.15,2,Amex,9,1098.69,OTP,0.9779,0,1,10,Wednesday
TXN_17816,38.77,ATM Withdrawal,11376.73,Tablet,Mumbai,Electronics,0,12,407.27,1,Mastercard,193,4734.39,PIN,0.6386,0,0,11,Friday
TXN_2845,37.51,POS,66020.69,Tablet,New York,Groceries,0,11,365.92,3,Mastercard,157,3201.13,Password,0.593,1,0,9,Sunday
TXN_20870,50.78,Bank Transfer,36454.19,Tablet,New York,Groceries,0,5,119.57,0,Visa,170,2795.67,Password,0.6766,1,0,17,Friday
TXN_15541,45.47,ATM Withdrawal,77052.11,Laptop,Mumbai,Electronics,0,9,60.49,3,Amex,194,4461.16,Password,0.7456,1,0,14,Tuesday
TXN_41229,208.19,Online,59690.34,Tablet,Tokyo,Groceries,0,13,158.89,2,Mastercard,18,3419.99,Biometric,0.8702,0,1,13,Saturday
TXN_3578,61.67,ATM Withdrawal,58215.43,Laptop,Mumbai,Clothing,0,12,441.73,4,Visa,2,4793.35,Password,0.9804,0,1,5,Tuesday
TXN_30923,70.76,Online,17451.51,Tablet,New York,Electronics,0,13,52.45,4,Amex,40,1245.62,PIN,0.8168,0,1,4,Monday
TXN_38040,77.7,Online,78775.78,Laptop,Tokyo,Restaurants,0,5,143.94,0,Discover,133,4361.93,Biometric,0.1128,1,0,17,Wednesday
TXN_14023,252.94,Bank Transfer,79134.43,Laptop,Sydney,Restaurants,0,3,304.75,2,Mastercard,185,2545.42,Password,0.2162,1,0,16,Tuesday
TXN_41880,3.43,ATM Withdrawal,30240.98,Mobile,London,Groceries,0,2,144.72,3,Mastercard,121,2416.46,Biometric,0.3573,0,0,13,Monday
TXN_29880,101.2,POS,36932.16,Laptop,Mumbai,Groceries,1,1,45.09,3,Mastercard,103,1372.05,Biometric,0.2519,0,0,17,Tuesday
TXN_682,23.98,POS,30365.02,Mobile,Tokyo,Clothing,0,2,424.7,4,Mastercard,198,40.87,Password,0.2866,0,1,0,Sunday
TXN_25618,36.11,Online,33616.58,Mobile,Mumbai,Electronics,0,14,46.73,4,Mastercard,223,871.02,OTP,0.5701,0,1,15,Tuesday
TXN_4230,33.75,POS,22741.12,Tablet,London,Groceries,1,13,163.98,3,Discover,108,936.46,Password,0.9336,1,1,8,Sunday
TXN_5935,183.67,Online,41745.4,Tablet,New York,Clothing,0,5,498.64,2,Visa,231,77.14,OTP,0.8201,0,0,4,Thursday
TXN_30233,7.46,ATM Withdrawal,14215.66,Laptop,Mumbai,Electronics,0,3,449.58,1,Discover,24,3064.88,PIN,0.0894,1,0,23,Saturday
TXN_12899,46.72,POS,4244.29,Mobile,Tokyo,Restaurants,0,13,199.12,1,Discover,44,4139.98,OTP,0.0325,0,0,7,Friday
TXN_16284,136.99,ATM Withdrawal,36051.33,Tablet,Sydney,Clothing,0,9,323.13,1,Visa,72,2740.78,Password,0.0516,0,0,21,Monday
TXN_5001,55.47,Online,97139.06,Laptop,Sydney,Restaurants,1,9,496.74,2,Mastercard,23,3255.83,Biometric,0.3487,0,0,2,Monday
TXN_2923,24.99,Bank Transfer,36906.51,Tablet,Mumbai,Groceries,0,13,198.72,4,Visa,152,2999.68,Biometric,0.174,0,1,2,Saturday
TXN_21240,45.31,ATM Withdrawal,92314.48,Mobile,London,Clothing,1,8,279.87,1,Visa,155,3030.26,PIN,0.1033,0,0,2,Wednesday
TXN_18094,69.8,ATM Withdrawal,89629.16,Mobile,London,Travel,0,8,422.38,2,Discover,189,203.31,PIN,0.2917,0,0,15,Sunday
